subject,relation,object,subject_count
book,Minor_Location,neutral,30
book,Second_Minor_Location,neutral,30
book,Contact,True,30
book,Nondominant_Handshape,open_b,30
book,Wrist_Twist,True,30
thick,Dominant_start_handshape,crvd–5,3
thick,Dominant_end_handshape,crvd–5,3
thick,sign_type,lexical signs,3
catch,Dominant_start_handshape,5,4
catch,Dominant_end_handshape,s,4
catch,sign_type,lexical signs,4
catch,Dominant_start_handshape,crvd–5,4
move–around,Dominant_start_handshape,flat–o,4
move–around,Dominant_end_handshape,flat–o,4
move–around,sign_type,lexical signs,4
move–around,sign_type,lexical signs,4
focus/narrow,Dominant_start_handshape,b–l,4
focus/narrow,Dominant_end_handshape,b–l,4
focus/narrow,sign_type,lexical signs,4
focus/narrow,sign_type,lexical signs,4
big,Dominant_start_handshape,l–x,26
big,Dominant_end_handshape,l–x,26
big,sign_type,lexical signs,26
big,sign_type,lexical signs,26
big,Sign_Duration,800,26
big,Handshape,bent_l,26
