subject,relation,object,subject_count
big,Thumb_Contact,False,19
big,Sign_Type,symmetrical or alternating,19
big,Path_Movement,curved,19
big,Repeated_Movement,False,19
big,Major_Location,neutral,19
big,Minor_Location,neutral,19
big,Second_Minor_Location,neutral,19
big,Contact,False,19
big,Nondominant_Handshape,bent_l,19
big,Wrist_Twist,True,19
hear,Dominant_start_handshape,1,3
hear,Dominant_end_handshape,1,3
hear,Sign_Type,lexical signs,3
flower,Dominant_start_handshape,r,23
flower,Dominant_end_handshape,r,23
flower,Sign_Type,lexical signs,23
flower,Location,True,23
flower,Dominant_start_handshape,flat–o,23
flower,Dominant_end_handshape,flat–o,23
flower,Sign_Duration,600,23
flower,Handshape,flat_o,23
flower,Selected_Fingers,imrp,23
flower,Flexion,flat,23
flower,Flexion_Change,False,23
flower,Spread,False,23
flower,Spread_Change,False,23
flower,Thumb_Position,open,23
flower,Thumb_Contact,True,23
flower,Sign_Type,one handed,23
flower,Path_Movement,curved,23
